pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
SW120PS,SW12 0PS,SW12 0PS,198001,,0,529036,173414,1,E00015969,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,3D2,51.445025,-0.144638,E37000023,,E23000001,20129,E56000010,E54000030
SW120PT,SW12 0PT,SW12 0PT,199308,199412,1,529000,173400,8,E00015969,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,3D2,51.444907,-0.145161,E37000023,,E23000001,20129,E56000010,E54000030
SW120PW,SW12 0PW,SW12 0PW,198001,201009,0,529031,173328,1,E00015969,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,3D2,51.444253,-0.144742,E37000023,,E23000001,20129,E56000010,E54000030
SW120QA,SW12 0QA,SW12 0QA,199912,,0,529634,173170,1,E00015980,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.442695,-0.136128,E37000023,,E23000001,27507,E56000010,E54000030
SW120QB,SW12 0QB,SW12 0QB,199912,,0,529613,173146,1,E00015980,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.442485,-0.136438,E37000023,,E23000001,27507,E56000010,E54000030
SW120QD,SW12 0QD,SW12 0QD,199912,,0,529538,173241,1,E00015980,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443355,-0.137482,E37000023,,E23000001,27507,E56000010,E54000030
SW120RJ,SW12 0RJ,SW12 0RJ,199301,199405,1,529000,173400,8,E00015969,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,3D2,51.444907,-0.145161,E37000023,,E23000001,20129,E56000010,E54000030
SW120SA,SW12 0SA,SW12 0SA,199806,,0,529693,173179,1,E00015973,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,3D2,51.442763,-0.135276,E37000023,,E23000001,27507,E56000010,E54000030
SW120SP,SW12 0SP,SW12 0SP,200112,201902,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW120UX,SW12 0UX,SW12 0UX,200804,201105,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120UY,SW12 0UY,SW12 0UY,200803,201105,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120UZ,SW12 0UZ,SW12 0UZ,200709,200910,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WA,SW12 0WA,SW12 0WA,200210,201003,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WB,SW12 0WB,SW12 0WB,200411,200806,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WD,SW12 0WD,SW12 0WD,200006,200305,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW120WE,SW12 0WE,SW12 0WE,200006,201902,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW120WF,SW12 0WF,SW12 0WF,200402,200903,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WG,SW12 0WG,SW12 0WG,200509,200911,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WH,SW12 0WH,SW12 0WH,200012,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WJ,SW12 0WJ,SW12 0WJ,200012,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WL,SW12 0WL,SW12 0WL,200012,200403,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW120WN,SW12 0WN,SW12 0WN,201512,,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW120WP,SW12 0WP,SW12 0WP,200106,200205,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW120WQ,SW12 0WQ,SW12 0WQ,200604,200805,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WR,SW12 0WR,SW12 0WR,200112,200302,1,528588,173536,5,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW120WS,SW12 0WS,SW12 0WS,200112,201110,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WT,SW12 0WT,SW12 0WT,200406,200601,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WU,SW12 0WU,SW12 0WU,200208,200609,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WW,SW12 0WW,SW12 0WW,200112,200311,1,528588,173536,5,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW120WX,SW12 0WX,SW12 0WX,200112,,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW120WY,SW12 0WY,SW12 0WY,200610,200711,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120WZ,SW12 0WZ,SW12 0WZ,200112,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XA,SW12 0XA,SW12 0XA,200310,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XB,SW12 0XB,SW12 0XB,200311,201902,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW120XD,SW12 0XD,SW12 0XD,199507,201902,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW120XE,SW12 0XE,SW12 0XE,200401,200604,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XF,SW12 0XF,SW12 0XF,199706,200007,1,529408,173494,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445659,-0.139259,E37000023,,E23000001,15573,E56000010,E54000030
SW120XG,SW12 0XG,SW12 0XG,199412,200805,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XH,SW12 0XH,SW12 0XH,200311,201902,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW120XJ,SW12 0XJ,SW12 0XJ,200306,200311,1,529404,173493,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445651,-0.139317,E37000023,,E23000001,15573,E56000010,E54000030
SW120XL,SW12 0XL,SW12 0XL,200501,201902,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW120XN,SW12 0XN,SW12 0XN,200505,201005,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XP,SW12 0XP,SW12 0XP,200509,200604,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XQ,SW12 0XQ,SW12 0XQ,200602,201202,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XR,SW12 0XR,SW12 0XR,200604,201105,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XS,SW12 0XS,SW12 0XS,200602,200903,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XT,SW12 0XT,SW12 0XT,200410,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XU,SW12 0XU,SW12 0XU,200507,200604,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XW,SW12 0XW,SW12 0XW,200409,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XY,SW12 0XY,SW12 0XY,200409,200806,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120XZ,SW12 0XZ,SW12 0XZ,200406,200807,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120YA,SW12 0YA,SW12 0YA,200405,200601,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120YB,SW12 0YB,SW12 0YB,200709,200806,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120YD,SW12 0YD,SW12 0YD,200803,201105,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120YE,SW12 0YE,SW12 0YE,200206,200403,1,528588,173536,5,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW120YF,SW12 0YF,SW12 0YF,200805,200906,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120YH,SW12 0YH,SW12 0YH,200402,200904,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120YJ,SW12 0YJ,SW12 0YJ,200605,200806,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120YQ,SW12 0YQ,SW12 0YQ,200112,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120YT,SW12 0YT,SW12 0YT,200402,200507,1,528588,173536,5,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW120ZA,SW12 0ZA,SW12 0ZA,199512,199812,1,529408,173494,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445659,-0.139259,E37000023,,E23000001,15573,E56000010,E54000030
SW120ZB,SW12 0ZB,SW12 0ZB,199606,200104,1,529404,173493,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445651,-0.139317,E37000023,,E23000001,15573,E56000010,E54000030
SW120ZD,SW12 0ZD,SW12 0ZD,199606,199812,1,529408,173494,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445659,-0.139259,E37000023,,E23000001,15573,E56000010,E54000030
SW120ZE,SW12 0ZE,SW12 0ZE,199606,199712,1,529408,173493,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.44565,-0.13926,E37000023,,E23000001,15573,E56000010,E54000030
SW120ZF,SW12 0ZF,SW12 0ZF,199612,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120ZG,SW12 0ZG,SW12 0ZG,199712,199906,1,529408,173494,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445659,-0.139259,E37000023,,E23000001,15573,E56000010,E54000030
SW120ZH,SW12 0ZH,SW12 0ZH,199706,200007,1,529000,173300,8,E00022503,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004475,E02000948,E33036595,E38000193,E34004707,E35000095,A1,3D2,51.444008,-0.145198,E37000023,,E23000001,17970,E57000003,E54000031
SW120ZJ,SW12 0ZJ,SW12 0ZJ,199806,200010,1,529404,173493,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445651,-0.139317,E37000023,,E23000001,15573,E56000010,E54000030
SW120ZL,SW12 0ZL,SW12 0ZL,199806,200010,1,529000,173300,8,E00022503,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004475,E02000948,E33036595,E38000193,E34004707,E35000095,A1,3D2,51.444008,-0.145198,E37000023,,E23000001,17970,E57000003,E54000031
SW120ZN,SW12 0ZN,SW12 0ZN,199812,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120ZP,SW12 0ZP,SW12 0ZP,199812,200006,1,529408,173494,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445659,-0.139259,E37000023,,E23000001,15573,E56000010,E54000030
SW120ZQ,SW12 0ZQ,SW12 0ZQ,199812,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
