pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
SW129FG,SW12 9FG,SW12 9FG,200006,201902,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW129FH,SW12 9FH,SW12 9FH,200006,200602,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW129FJ,SW12 9FJ,SW12 9FJ,200012,200309,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW129FL,SW12 9FL,SW12 9FL,200012,200601,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW129FN,SW12 9FN,SW12 9FN,200012,200111,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW129FP,SW12 9FP,SW12 9FP,200101,200104,1,528677,173236,5,E00022502,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33030716,E38000193,E34004707,E35000095,A1,2D3,51.443507,-0.149866,E37000023,,E23000001,16534,E57000003,E54000031
SW129FQ,SW12 9FQ,SW12 9FQ,200106,200305,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW129FR,SW12 9FR,SW12 9FR,200106,200508,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW129FS,SW12 9FS,SW12 9FS,200106,200205,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW129FT,SW12 9FT,SW12 9FT,200106,201902,1,528551,173553,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.446384,-0.151563,E37000023,,E23000001,16534,E57000003,E54000031
SW129FW,SW12 9FW,SW12 9FW,200106,200806,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW129HA,SW12 9HA,SW12 9HA,198001,,0,528694,173195,1,E00022502,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33030716,E38000193,E34004707,E35000095,A1,2D3,51.443134,-0.149636,E37000023,,E23000001,16534,E57000003,E54000031
SW129HB,SW12 9HB,SW12 9HB,198704,199012,1,528700,173200,8,E00022502,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33030716,E38000193,E34004707,E35000095,A1,2D3,51.443178,-0.149548,E37000023,,E23000001,16534,E57000003,E54000031
SW129HD,SW12 9HD,SW12 9HD,198001,,0,528738,173079,1,E00022538,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D1,51.442082,-0.149046,E37000023,,E23000001,15837,E57000003,E54000031
SW129HE,SW12 9HE,SW12 9HE,198001,,0,528800,172932,1,E00022545,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.440747,-0.148208,E37000023,,E23000001,15837,E57000003,E54000031
SW129HF,SW12 9HF,SW12 9HF,198001,,0,528877,172703,1,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.438671,-0.147184,E37000023,,E23000001,15837,E57000003,E54000031
SW129HG,SW12 9HG,SW12 9HG,198001,,0,528904,172641,1,E00022556,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.438108,-0.146818,E37000023,,E23000001,16426,E57000003,E54000031
SW129HH,SW12 9HH,SW12 9HH,198001,,0,529048,172474,1,E00022556,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.436574,-0.144782,E37000023,,E23000001,16426,E57000003,E54000031
SW129HJ,SW12 9HJ,SW12 9HJ,198001,,0,529015,172442,1,E00022551,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D3,51.436294,-0.145294,E37000023,,E23000001,16426,E57000003,E54000031
SW129HL,SW12 9HL,SW12 9HL,198001,,0,528914,172547,1,E00022556,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.437261,-0.146708,E37000023,,E23000001,16426,E57000003,E54000031
SW129HN,SW12 9HN,SW12 9HN,198001,,0,528868,172618,1,E00022556,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.437909,-0.147344,E37000023,,E23000001,16426,E57000003,E54000031
SW129HP,SW12 9HP,SW12 9HP,198001,199212,0,528700,172900,8,E00022542,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004485,E02000952,E33036616,E38000193,E34004707,E35000095,A1,3D1,51.440482,-0.149657,E37000023,,E23000001,17817,E57000003,E54000031
SW129HQ,SW12 9HQ,SW12 9HQ,198001,,0,528968,172552,1,E00022556,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.437293,-0.14593,E37000023,,E23000001,16426,E57000003,E54000031
SW129HR,SW12 9HR,SW12 9HR,198001,,0,528717,173048,1,E00022540,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004485,E02000952,E33036616,E38000193,E34004707,E35000095,A1,3D2,51.441808,-0.149333,E37000023,,E23000001,17817,E57000003,E54000031
SW129HS,SW12 9HS,SW12 9HS,198001,,1,528740,172942,1,E00022540,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004485,E02000952,E33036616,E38000193,E34004707,E35000095,A1,3D2,51.44085,-0.149067,E37000023,,E23000001,17817,E57000003,E54000031
SW129HT,SW12 9HT,SW12 9HT,198307,198612,1,528900,172700,8,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.438639,-0.146854,E37000023,,E23000001,15837,E57000003,E54000031
SW129HU,SW12 9HU,SW12 9HU,198001,,0,529096,172444,1,E00022551,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D3,51.436294,-0.144129,E37000023,,E23000001,16426,E57000003,E54000031
SW129HW,SW12 9HW,SW12 9HW,198001,,0,528807,172751,1,E00022544,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004487,E02000952,E33036616,E38000193,E34004707,E35000095,A1,3D3,51.439119,-0.148147,E37000023,,E23000001,13248,E57000003,E54000031
SW129HX,SW12 9HX,SW12 9HX,198704,199012,1,528900,172700,8,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.438639,-0.146854,E37000023,,E23000001,15837,E57000003,E54000031
SW129HY,SW12 9HY,SW12 9HY,198001,,0,528814,173007,1,E00022538,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D1,51.441417,-0.147979,E37000023,,E23000001,15837,E57000003,E54000031
SW129HZ,SW12 9HZ,SW12 9HZ,198001,,0,528863,173029,1,E00022538,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D1,51.441604,-0.147241,E37000023,,E23000001,15837,E57000003,E54000031
SW129JA,SW12 9JA,SW12 9JA,198001,,0,529077,172926,1,E00022539,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.44063,-0.144227,E37000023,,E23000001,15837,E57000003,E54000031
SW129JB,SW12 9JB,SW12 9JB,198001,,0,529087,172859,1,E00022539,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.440025,-0.144107,E37000023,,E23000001,15837,E57000003,E54000031
SW129JD,SW12 9JD,SW12 9JD,198001,,0,528956,172956,1,E00022543,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.440927,-0.145956,E37000023,,E23000001,15837,E57000003,E54000031
SW129JE,SW12 9JE,SW12 9JE,198001,,0,528935,172904,1,E00022545,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.440464,-0.146277,E37000023,,E23000001,15837,E57000003,E54000031
SW129JF,SW12 9JF,SW12 9JF,198001,,0,528857,172945,1,E00022538,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D1,51.44085,-0.147383,E37000023,,E23000001,15837,E57000003,E54000031
SW129JG,SW12 9JG,SW12 9JG,198001,,0,528932,172843,1,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439917,-0.146342,E37000023,,E23000001,15837,E57000003,E54000031
SW129JH,SW12 9JH,SW12 9JH,198001,,0,528986,172839,1,E00022543,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439869,-0.145541,E37000023,,E23000001,15837,E57000003,E54000031
SW129JJ,SW12 9JJ,SW12 9JJ,198001,,0,528939,172777,1,E00022543,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439322,-0.146265,E37000023,,E23000001,15837,E57000003,E54000031
SW129JL,SW12 9JL,SW12 9JL,198001,,0,528961,172809,1,E00022543,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439605,-0.145937,E37000023,,E23000001,15837,E57000003,E54000031
SW129JN,SW12 9JN,SW12 9JN,198001,,0,528909,172789,1,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439437,-0.146692,E37000023,,E23000001,15837,E57000003,E54000031
SW129JP,SW12 9JP,SW12 9JP,198001,,0,528870,172799,1,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439535,-0.147249,E37000023,,E23000001,15837,E57000003,E54000031
SW129JQ,SW12 9JQ,SW12 9JQ,198001,,0,529032,172860,1,E00022543,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.440047,-0.144898,E37000023,,E23000001,15837,E57000003,E54000031
SW129JR,SW12 9JR,SW12 9JR,198001,,0,528884,172824,1,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439757,-0.147039,E37000023,,E23000001,15837,E57000003,E54000031
SW129JS,SW12 9JS,SW12 9JS,198001,,0,528868,172854,1,E00022545,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.44003,-0.147258,E37000023,,E23000001,15837,E57000003,E54000031
SW129JT,SW12 9JT,SW12 9JT,198607,199405,1,528800,172800,8,E00022544,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004487,E02000952,E33036616,E38000193,E34004707,E35000095,A1,3D3,51.43956,-0.148256,E37000023,,E23000001,13248,E57000003,E54000031
SW129JU,SW12 9JU,SW12 9JU,198704,199012,1,528800,172800,8,E00022544,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004487,E02000952,E33036616,E38000193,E34004707,E35000095,A1,3D3,51.43956,-0.148256,E37000023,,E23000001,13248,E57000003,E54000031
SW129JW,SW12 9JW,SW12 9JW,198001,,0,528855,172770,1,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439278,-0.147476,E37000023,,E23000001,15837,E57000003,E54000031
SW129JX,SW12 9JX,SW12 9JX,199002,199012,1,528800,172800,8,E00022544,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004487,E02000952,E33036616,E38000193,E34004707,E35000095,A1,3D3,51.43956,-0.148256,E37000023,,E23000001,13248,E57000003,E54000031
SW129JY,SW12 9JY,SW12 9JY,199002,199012,1,528800,172800,8,E00022544,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004487,E02000952,E33036616,E38000193,E34004707,E35000095,A1,3D3,51.43956,-0.148256,E37000023,,E23000001,13248,E57000003,E54000031
SW129LA,SW12 9LA,SW12 9LA,198001,,0,528869,173961,1,E00022521,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004476,E02000943,E33036569,E38000193,E34004707,E35000095,A1,2D2,51.449978,-0.146841,E37000023,,E23000001,20382,E57000003,E54000031
SW129LB,SW12 9LB,SW12 9LB,198001,,0,528902,173939,1,E00022528,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,2D2,51.449773,-0.146374,E37000023,,E23000001,28021,E57000003,E54000031
SW129LD,SW12 9LD,SW12 9LD,198001,,0,528949,174025,1,E00022523,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,3D3,51.450535,-0.145667,E37000023,,E23000001,28021,E57000003,E54000031
SW129LE,SW12 9LE,SW12 9LE,198001,,0,528914,174074,1,E00022523,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,3D3,51.450984,-0.146153,E37000023,,E23000001,28021,E57000003,E54000031
SW129LF,SW12 9LF,SW12 9LF,198001,,0,529061,174010,1,E00022526,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,2D2,51.450375,-0.144062,E37000023,,E23000001,28021,E57000003,E54000031
SW129LG,SW12 9LG,SW12 9LG,198001,,0,529052,173980,1,E00022526,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,2D2,51.450108,-0.144202,E37000023,,E23000001,28021,E57000003,E54000031
SW129LH,SW12 9LH,SW12 9LH,198001,,0,528995,173977,1,E00022528,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,2D2,51.450094,-0.145023,E37000023,,E23000001,28021,E57000003,E54000031
SW129LJ,SW12 9LJ,SW12 9LJ,198001,,0,528919,173933,1,E00022528,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,2D2,51.449715,-0.146132,E37000023,,E23000001,28021,E57000003,E54000031
SW129LL,SW12 9LL,SW12 9LL,199806,,0,528854,174018,1,E00022521,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004476,E02000943,E33036569,E38000193,E34004707,E35000095,A1,2D2,51.450495,-0.14701,E37000023,,E23000001,20382,E57000003,E54000031
SW129LP,SW12 9LP,SW12 9LP,198001,,0,529166,172774,1,E00022539,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.439244,-0.142976,E37000023,,E23000001,15837,E57000003,E54000031
SW129LQ,SW12 9LQ,SW12 9LQ,198001,,0,528990,173933,1,E00022528,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,2D2,51.449699,-0.145111,E37000023,,E23000001,28021,E57000003,E54000031
SW129LR,SW12 9LR,SW12 9LR,198001,,0,529140,172747,1,E00022539,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.439007,-0.143386,E37000023,,E23000001,15837,E57000003,E54000031
SW129LS,SW12 9LS,SW12 9LS,198001,,0,529179,172580,1,E00022553,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.437497,-0.14286,E37000023,,E23000001,16426,E57000003,E54000031
SW129LT,SW12 9LT,SW12 9LT,198001,,0,529106,172588,1,E00022553,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.437586,-0.143907,E37000023,,E23000001,16426,E57000003,E54000031
SW129LU,SW12 9LU,SW12 9LU,198001,,0,529060,172637,1,E00022550,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.438037,-0.144551,E37000023,,E23000001,16426,E57000003,E54000031
SW129LW,SW12 9LW,SW12 9LW,199806,,0,528870,174054,1,E00022523,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004480,E02000948,E33036598,E38000193,E34004707,E35000095,A1,3D3,51.450814,-0.146793,E37000023,,E23000001,28021,E57000003,E54000031
SW129LX,SW12 9LX,SW12 9LX,198001,,0,529089,172698,1,E00022550,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.438578,-0.144111,E37000023,,E23000001,16426,E57000003,E54000031
SW129LY,SW12 9LY,SW12 9LY,198001,,0,529037,172689,1,E00022550,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.438509,-0.144888,E37000023,,E23000001,16426,E57000003,E54000031
SW129LZ,SW12 9LZ,SW12 9LZ,198001,,0,528968,172644,1,E00022550,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.43812,-0.145897,E37000023,,E23000001,16426,E57000003,E54000031
SW129NA,SW12 9NA,SW12 9NA,198001,,0,529005,172688,1,E00022550,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004486,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.438507,-0.145349,E37000023,,E23000001,16426,E57000003,E54000031
SW129NB,SW12 9NB,SW12 9NB,198001,,0,529074,172767,1,E00022539,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,2D2,51.439201,-0.144328,E37000023,,E23000001,15837,E57000003,E54000031
SW129ND,SW12 9ND,SW12 9ND,198001,,0,529050,172804,1,E00022543,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.439539,-0.144659,E37000023,,E23000001,15837,E57000003,E54000031
SW129NE,SW12 9NE,SW12 9NE,198001,,0,528940,172724,1,E00022549,E13000001,E99999999,E09000032,E05000611,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000611,E99999999,E01004484,E02000948,E33036597,E38000193,E34004707,E35000095,A1,3D2,51.438846,-0.14627,E37000023,,E23000001,15837,E57000003,E54000031
