TransactionID,Price,Date,PostCode,PropertyType,IsNew,Duration,PAON,SAON,Street,Locality,Town,District,County
"{BAD4B3F9-3DE7-4EB0-8487-F62922FEE679}",220000,2000-08-18 00:00:00.0000000,"SW12 0HE","F","N","L","75","","HAVERHILL ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{27FA859F-89A4-451B-99D3-3C4B1699C6A0}",345000,2000-12-04 00:00:00.0000000,"SW12 0HL","T","N","F","19","","FIELDHOUSE ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{4093E384-2CD9-430C-91BA-FD31E3D23FBD}",248000,2000-10-27 00:00:00.0000000,"SW12 9RG","S","N","F","18","FLAT 1-3","BEDFORD HILL","","LONDON","WANDSWORTH","GREATER LONDON"
"{1DE362AE-5E6E-41CA-BEE8-4A8B17CD2907}",267500,2000-11-30 00:00:00.0000000,"SW12 8EL","T","Y","F","16","","OLD DAIRY MEWS","","LONDON","WANDSWORTH","GREATER LONDON"
"{F19BA7C8-1142-4029-9917-FD3A852FCDD1}",235000,2000-08-09 00:00:00.0000000,"SW12 8BW","F","N","L","1","FLAT B","","BEAUMONT AVENUE","LONDON","WANDSWORTH","GREATER LONDON"
"{29EB315C-6125-4ED4-A15F-4A949D13CDC1}",133000,2000-02-25 00:00:00.0000000,"SW12 0DX","F","N","L","15","","CAMBRAY ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{F6A3E252-7EFB-481E-8D0C-8BD0B0B5557C}",185000,2000-05-08 00:00:00.0000000,"SW12 0EJ","F","N","L","10","","BURNBURY ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{233570EB-73E0-46F4-8D4F-3CEC043E252A}",170000,2000-06-02 00:00:00.0000000,"SW12 8PJ","T","N","F","42","","OLDRIDGE ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{B224FDC4-B511-4522-BCCA-3C6C3247ED49}",580000,2000-08-21 00:00:00.0000000,"SW12 9NZ","T","N","F","16","","ENGLEWOOD ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{932576CB-169A-4662-8F93-F655BCFB7922}",375000,2000-05-25 00:00:00.0000000,"SW12 8LL","T","N","F","22","","FERNSIDE ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{3C6D39FF-5EF9-4280-86BD-3CF9AEBF8CE0}",85000,2000-07-10 00:00:00.0000000,"SW12 0NA","T","N","F","36","","WEIR ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{BE3E381D-370F-4E95-8C4C-FD56D3E3E020}",181000,2000-06-30 00:00:00.0000000,"SW12 9HZ","F","N","L","5C","","BYRNE ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{0EC1467F-4C00-4EFB-ACCC-8F814FA33C10}",337500,2000-09-29 00:00:00.0000000,"SW12 0PG","T","N","F","2","","SCHOLARS ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{9E662D34-3FBD-4ECE-A74D-8142BD708495}",400000,2000-11-08 00:00:00.0000000,"SW12 8QX","S","N","F","17","","RAMSDEN ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{9393B98F-2EA8-4436-9262-F9DA98C56989}",185000,2000-01-14 00:00:00.0000000,"SW12 9NS","F","N","L","48A","","HAZELBOURNE ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{4C7BE57F-89F6-4C6E-B72E-47290C31E06B}",275000,2000-05-12 00:00:00.0000000,"SW12 8EN","F","N","L","15","FLAT 1","MALWOOD ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{7CFB57AF-9287-4E15-ACE9-47BD84880EE1}",360000,2000-12-15 00:00:00.0000000,"SW12 8AD","T","N","F","77","","ALDERBROOK ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{5C6D64DD-9D54-40F0-8087-84DD7D20A541}",196000,2000-03-03 00:00:00.0000000,"SW12 0PB","T","N","F","23A","","EMMANUEL ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{A027C8E6-81F7-427E-A7D8-4ACAE1C0B138}",201000,2000-08-11 00:00:00.0000000,"SW12 0HW","F","N","L","27A","","TELFERSCOT ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{63ADA878-2C47-40BE-8D79-47D1A20CD97E}",159500,2000-07-25 00:00:00.0000000,"SW12 0PP","T","N","F","356","","CAVENDISH ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{6424DCE8-0DBD-47FA-90D5-47D822343119}",225000,2000-02-16 00:00:00.0000000,"SW12 9NU","F","N","L","69","","HAZELBOURNE ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{E4F4645D-0072-425A-BA0A-4E8CBF119DC1}",377500,2000-05-31 00:00:00.0000000,"SW12 9NJ","T","N","F","7","","FERNBANK MEWS","","LONDON","LAMBETH","GREATER LONDON"
"{CFA71921-D664-493F-8196-85083E61AE65}",118000,2000-11-17 00:00:00.0000000,"SW12 8HP","F","N","L","78","","SARSFELD ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{980C169A-6E88-4648-B636-594E285C675D}",144000,2000-02-11 00:00:00.0000000,"SW12 8HP","F","N","L","72","","SARSFELD ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{E3F53C5E-F789-465A-8B00-4DBD47E02EEF}",347000,2000-01-14 00:00:00.0000000,"SW12 8QB","T","N","F","23","","PICKETS STREET","","LONDON","WANDSWORTH","GREATER LONDON"
"{DB27890E-4711-48A3-8E8C-595D42DB8E00}",290000,2000-12-12 00:00:00.0000000,"SW12 8EL","T","N","F","10","","OLD DAIRY MEWS","","LONDON","WANDSWORTH","GREATER LONDON"
"{8FF8DB44-C56B-44C8-BDD9-4EB142243970}",226500,2000-01-28 00:00:00.0000000,"SW12 8HF","F","N","L","188","","BOUNDARIES ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{22D3F00D-7A3B-40E7-88BD-8C3F1165F5AB}",110000,2000-02-01 00:00:00.0000000,"SW12 8TJ","F","N","L","PRIORY COURT, 21","FLAT 4","RUSHAM ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{602B4C34-915C-4CA2-9EC5-4B26D631601D}",130000,2000-01-20 00:00:00.0000000,"SW12 9JW","T","N","F","12","","BUSHEY DOWN","","LONDON","WANDSWORTH","GREATER LONDON"
"{A225542A-E2E0-4F97-9541-597924AC789A}",91000,2000-03-16 00:00:00.0000000,"SW12 9PH","F","N","L","39","","BALHAM NEW ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{83431109-207D-4791-BA08-A796A536686D}",80000,2000-10-13 00:00:00.0000000,"SW12 9RR","F","N","L","65","FLAT E","FERNLEA ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{70121D03-D729-49EC-8DE7-5890D8EA09AE}",188000,2000-05-26 00:00:00.0000000,"SW12 9HF","F","N","L","153A","","BEDFORD HILL","","LONDON","WANDSWORTH","GREATER LONDON"
"{C2FB2E46-3C36-460E-989B-8C5E79191904}",429950,2000-03-13 00:00:00.0000000,"SW12 8HD","T","N","F","157","","BOUNDARIES ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{5E39A5C8-2B12-4951-B004-AEB9DDB50831}",180000,2000-11-15 00:00:00.0000000,"SW12 8TG","F","N","L","21A","","SUDBROOKE ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{0E250B27-AE8E-4BDE-B654-854AB7127537}",232000,2000-12-20 00:00:00.0000000,"SW12 8BW","F","N","L","5","FLAT C","LYSIAS ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{5BD0829C-42B1-4014-95E4-5C3F63659AB2}",135000,2000-06-09 00:00:00.0000000,"SW12 0DE","F","N","L","116","SECOND FLOOR FLAT","CAVENDISH ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{54B3C67D-EAAB-4409-82CC-675B7D5B7F21}",247000,2000-11-10 00:00:00.0000000,"SW12 9SB","T","N","F","2","","ROYAL DUCHESS MEWS","","LONDON","WANDSWORTH","GREATER LONDON"
"{223E4CBE-894E-44F4-977E-AB3B838298BC}",150000,2000-11-27 00:00:00.0000000,"SW12 8JP","F","N","L","119","FLAT 1","ENDLESHAM ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{674B5709-5C46-43A6-A281-8561AA07F80F}",190000,2000-04-20 00:00:00.0000000,"SW12 8NX","T","N","F","85","","NIGHTINGALE LANE","","LONDON","WANDSWORTH","GREATER LONDON"
"{9A8DE8B1-6E99-46D6-A354-A7C9F05A0C01}",165000,2000-11-02 00:00:00.0000000,"SW12 8AJ","F","N","L","26","FLAT 2","SUMBURGH ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{E9A5BCAB-15EC-47A5-9E89-6E994DBB7DCF}",380000,2000-02-24 00:00:00.0000000,"SW12 9BW","T","N","F","184","FLAT 1","BALHAM HIGH ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{6FDA438C-0DDC-40F3-BB77-B5F9D81C0DAB}",172500,2000-04-14 00:00:00.0000000,"SW12 9RT","F","N","L","29A","","FERNLEA ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{A29DFA8F-71C2-48AF-A7C5-6E9F9C152BB9}",347000,2000-12-15 00:00:00.0000000,"SW12 8BL","T","N","F","82","","BADMINTON ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{2DEA3F55-528C-41DA-B090-AC51E5F6D2BE}",199000,2000-03-30 00:00:00.0000000,"SW12 9HG","T","N","L","159A","","BEDFORD HILL","","LONDON","WANDSWORTH","GREATER LONDON"
"{34F0A2AB-0A4B-4719-BF38-6ED80D0196D3}",93000,2000-08-25 00:00:00.0000000,"SW12 9AW","F","N","L","59","FLAT 2","BALHAM HIGH ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{39E563DC-76AD-4347-83D2-4E3D6D395996}",285000,2000-03-10 00:00:00.0000000,"SW12 0LL","T","N","F","94","","THORNTON ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{2F923D57-0EDF-43E3-85F6-4E4027345CCA}",161000,2000-03-31 00:00:00.0000000,"SW12 9LU","F","N","L","30","FLAT A","FONTENOY ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{78106FB0-D5D1-4A1A-8285-AB7C4DBAC0BE}",230000,2000-10-27 00:00:00.0000000,"SW12 8QY","F","N","L","34","","RAMSDEN ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{56C668C5-4ACD-4EDC-9EEB-6EEBB7CE357F}",221569,2000-06-19 00:00:00.0000000,"SW12 0DF","F","N","L","86","FLAT 1","CAVENDISH ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{C5BC69B4-7A07-44A4-AB33-AFFBD67E5782}",97500,2000-08-30 00:00:00.0000000,"SW12 8BA","F","N","L","34","","VERRAN ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{FD124863-955B-4BA7-A0BC-A800283308B5}",450000,2000-08-25 00:00:00.0000000,"SW12 8EF","T","N","F","14","","OUSELEY ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{A821142A-F7E7-4EFF-A5B6-558A62DD5E68}",250000,2000-07-17 00:00:00.0000000,"SW12 9JA","T","N","F","101","","BYRNE ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{80FE7FB2-DBD9-4FB1-A8C8-79A2EB7DDA6A}",120000,2000-08-31 00:00:00.0000000,"SW12 0BG","F","N","L","31","","ADELINA MEWS","","LONDON","LAMBETH","GREATER LONDON"
"{24072184-5396-421B-86F6-AF1A3C54777A}",77750,2000-11-03 00:00:00.0000000,"SW12 9HR","F","N","L","98A","","BEDFORD HILL","","LONDON","WANDSWORTH","GREATER LONDON"
"{AFFCC142-B7B8-4E1D-8F64-B39000E0F8A4}",231000,2000-05-25 00:00:00.0000000,"SW12 0JJ","T","N","F","30","","QUEENSVILLE ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{8FC6C313-2FD3-47C6-B2BF-B6318A9D0E46}",158000,2000-03-31 00:00:00.0000000,"SW12 0ER","F","N","L","57","","CAMBRAY ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{B8AAC050-2398-477C-B2C8-A8EBE37256FF}",149950,2000-08-29 00:00:00.0000000,"SW12 8SX","F","N","L","SORRENTO COURT, 62","FLAT 2","ST JAMES'S DRIVE","","LONDON","WANDSWORTH","GREATER LONDON"
"{34A304FD-94C9-4D69-975B-6F003363D0C2}",79750,2000-06-19 00:00:00.0000000,"SW12 8SX","F","N","L","ROMA COURT, 64","FLAT 9","ST JAMES'S DRIVE","","LONDON","WANDSWORTH","GREATER LONDON"
"{1329A3FE-3E99-41BB-82CF-AB951E245774}",198950,2000-08-25 00:00:00.0000000,"SW12 0EW","F","N","L","15A","","MIDMOOR ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{4D217EF4-A220-47A5-B11A-AF330D4A75E0}",260000,2000-01-27 00:00:00.0000000,"SW12 8BG","F","N","L","10B","","BLANDFIELD ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{201398AF-0ADB-4B6A-A533-AC969E39E4E6}",420000,2000-03-31 00:00:00.0000000,"SW12 0DW","S","N","F","28","","HONEYBROOK ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{8B514861-CA1F-403F-8E38-AF36212023B9}",187000,2000-05-18 00:00:00.0000000,"SW12 8QY","F","N","L","32A","","RAMSDEN ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{4923B8E6-3547-4645-BDA3-51F41373402E}",75000,2000-03-30 00:00:00.0000000,"SW12 9AG","F","N","F","84","GROUND FLOOR AND BASEMENT PREMISES","BALHAM HIGH ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{0B323204-A287-41F8-9540-7D51F42F5FC0}",1100000,2000-07-07 00:00:00.0000000,"SW12 8RH","S","N","F","10","","OLD PARK AVENUE","","LONDON","WANDSWORTH","GREATER LONDON"
"{9F9536B3-6994-4960-A6A9-A8240107E64E}",120000,2000-10-17 00:00:00.0000000,"SW12 8RX","F","N","L","40","FLAT A","RAVENSLEA ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{84BAA417-B751-43CB-8A7D-AF44C1DAC0BB}",195000,2000-03-03 00:00:00.0000000,"SW12 9SH","F","N","L","59A","","OAKMEAD ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{94220D48-2AB8-41E3-99E6-5CC31F3FB10D}",210000,2000-05-19 00:00:00.0000000,"SW12 8NL","F","N","L","WEXFORD LODGE, 163","FLAT 6","NIGHTINGALE LANE","","LONDON","WANDSWORTH","GREATER LONDON"
"{88EEB49C-7DCF-4F7F-8E29-ABBB990F9FDC}",1365000,2000-08-17 00:00:00.0000000,"SW12 8EB","D","N","F","85","","BALHAM PARK ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{D0B2A6E3-813E-4587-A405-6F2C3F6F5CB9}",455000,2000-01-28 00:00:00.0000000,"SW12 8ND","T","N","F","4","","BIRCHLANDS AVENUE","","LONDON","WANDSWORTH","GREATER LONDON"
"{F876C5EA-4257-4AA3-BE55-BDC50961422A}",158500,2000-08-14 00:00:00.0000000,"SW12 9RW","F","N","L","64B","","FERNLEA ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{EE1B68AE-590C-4C5B-BA36-A5AC0A9391A6}",344000,2000-04-27 00:00:00.0000000,"SW12 0DL","T","N","F","75","","HONEYBROOK ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{09451C47-73AB-4D32-96FF-BA3D83FD8B17}",124000,2000-04-14 00:00:00.0000000,"SW12 0DE","F","N","L","128","FLAT B","CAVENDISH ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{1DE67835-428E-438A-91DB-A93895383EA1}",225000,2000-03-07 00:00:00.0000000,"SW12 8SE","T","N","F","57","","MAYFORD ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{BD70F811-671C-4B71-BC72-7A0866251885}",296500,2000-12-01 00:00:00.0000000,"SW12 0NB","T","N","F","94","","WEIR ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{3247C7B9-EF03-46F3-A6AC-B06A9A6A209C}",325000,2000-06-15 00:00:00.0000000,"SW12 0HY","T","N","F","32","","HYDETHORPE ROAD","","LONDON","LAMBETH","GREATER LONDON"
"{31BBD074-FE25-4229-B05D-B06E91A50CC5}",650000,2000-11-07 00:00:00.0000000,"SW12 8QR","D","N","F","1","","RAMSDEN GATE","","LONDON","WANDSWORTH","GREATER LONDON"
"{0888835C-26C9-41DC-AF1B-B40A7EDCA5BD}",70000,2000-12-08 00:00:00.0000000,"SW12 8SN","T","N","L","76","","MAYFORD ROAD","","LONDON","WANDSWORTH","GREATER LONDON"
"{F05F6AEF-1319-40CA-8E71-BC514A184666}",152000,2001-02-16 00:00:00.0000000,"SW12 8RA","F","N","L","53","","RAMSDEN ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{E5414BD2-2D5D-4054-98F9-B955EAD70148}",175000,2001-03-30 00:00:00.0000000,"SW12 8DU","F","N","L","36A","","BALHAM PARK ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{CD157F72-BD09-429D-A61D-4473E3118F88}",245000,2001-11-23 00:00:00.0000000,"SW12 9LP","T","N","F","4","","CULVERDEN ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{DE904278-3689-458A-85AF-BFEE9AF0438C}",195000,2001-05-31 00:00:00.0000000,"SW12 9HZ","F","N","L","1C","","BYRNE ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{0B32F0FA-0A44-4538-981B-B96734CA63B3}",250000,2001-02-21 00:00:00.0000000,"SW12 9RW","T","N","F","104","","FERNLEA ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{EEC08178-2169-4D7A-909F-C376E6E58EF3}",349950,2001-08-31 00:00:00.0000000,"SW12 9QH","T","N","F","127","","LAITWOOD ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{76D9ACB1-FEEB-47B7-AB9D-F1616021047A}",850000,2001-03-07 00:00:00.0000000,"SW12 8UL","S","N","F","6","","GRANARD ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{243844FC-C08F-4817-A96B-CB9FB0811B15}",230000,2001-05-04 00:00:00.0000000,"SW12 8BA","T","N","F","7","","VERRAN ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{ADB56060-A8A1-43D9-B0AD-C7968E5D1CFA}",280000,2001-12-14 00:00:00.0000000,"SW12 0HE","F","N","L","95","","HAVERHILL ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{938BBE88-0AE3-4012-9DAF-BD03F02A18A8}",250000,2001-12-20 00:00:00.0000000,"SW12 9SH","F","N","L","67","","OAKMEAD ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{1093A107-38A4-4EAA-B70C-4491AD7AAC31}",407500,2001-05-10 00:00:00.0000000,"SW12 8HR","T","N","F","15","","SARSFELD ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{4792FFB7-EFF4-4C72-A496-D9C667C9DD3D}",219700,2001-10-29 00:00:00.0000000,"SW12 9LA","F","N","L","32D","","LYNN ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{2FCBD106-32D9-43AC-A635-D643D6B075E0}",745000,2001-07-12 00:00:00.0000000,"SW12 8EF","S","N","F","30","","OUSELEY ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{49A2FCB3-9AF1-46F4-8A52-D2BDA997D47B}",178000,2001-09-03 00:00:00.0000000,"SW12 8QB","T","N","F","10","","PICKETS STREET","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{B138CB7A-B765-4B33-BC2F-C09C0B764F8F}",198500,2001-01-29 00:00:00.0000000,"SW12 9HZ","F","N","L","11","","BYRNE ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{0329395C-4060-4C5A-AA58-F187008EA4FB}",103000,2001-04-24 00:00:00.0000000,"SW12 8EQ","F","N","L","15","","HUNTER CLOSE","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{B9CD93D7-D60D-4B06-AE8F-F89B4AB0F066}",840000,2001-07-20 00:00:00.0000000,"SW12 8TG","S","N","F","24","","SUDBROOKE ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{A5CD71C4-E673-459C-A8A1-FC2130251F47}",365000,2001-10-01 00:00:00.0000000,"SW12 8BU","T","N","F","68","","BELLAMY STREET","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{EC2E0837-7480-4436-9AE4-C0A98D137BC6}",374250,2001-03-29 00:00:00.0000000,"SW12 8AD","T","N","F","83","","ALDERBROOK ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{AB9A039A-00D6-4726-990D-9B8F05D0D488}",860000,2001-01-23 00:00:00.0000000,"SW12 8EN","T","N","F","20","","MALWOOD ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{AA160925-4619-48B1-BD7E-CF4A2DAAF4C7}",230000,2001-05-18 00:00:00.0000000,"SW12 0DE","F","N","L","132","FLAT B","CAVENDISH ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{FC4CCA6C-B9F1-486B-8BD7-412A4AB69F8F}",175000,2001-01-16 00:00:00.0000000,"SW12 8SX","F","N","L","VERONA COURT, 68","FLAT 9","ST JAMES'S DRIVE","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{CFA84BB1-5EB2-4D80-BBF9-C7C54D359D0B}",362000,2001-03-09 00:00:00.0000000,"SW12 8BE","F","Y","L","THE PAPERWORKS, 78","UNIT 1","BALHAM GROVE","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{C89624AE-EE83-4422-A59F-9805CDBCFB6C}",195000,2001-10-31 00:00:00.0000000,"SW12 9HQ","T","N","F","185","","BEDFORD HILL","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{E9F20617-7927-4DCD-B977-9B9E6D981840}",234000,2001-11-12 00:00:00.0000000,"SW12 0HE","F","N","L","97","","HAVERHILL ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{414FF5AC-9E1A-4613-8793-D2F6A24FF539}",83250,2001-12-12 00:00:00.0000000,"SW12 9PT","T","N","F","27","","DINSMORE ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{EE28BB13-99BE-4AB1-A51D-44C96A145FB9}",225000,2001-08-14 00:00:00.0000000,"SW12 8DU","F","N","L","42","","BALHAM PARK ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{1E192BF0-5745-4C75-AD73-D9FD6B594B8E}",245000,2001-06-01 00:00:00.0000000,"SW12 8AF","T","N","F","17","","ALDERBROOK ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{6760086E-239B-4D28-8953-CBF09541A839}",223000,2001-08-21 00:00:00.0000000,"SW12 0HL","F","N","L","3A","","FIELDHOUSE ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{4C4CE81F-4A89-4E46-B705-414546F2322F}",190000,2001-06-01 00:00:00.0000000,"SW12 8TG","F","N","L","21A","","SUDBROOKE ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{80B53212-D807-4B70-8A0B-BD4F3E5B26CE}",315000,2001-05-24 00:00:00.0000000,"SW12 0DY","T","N","F","36","","CAMBRAY ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{FB64DE69-4AF7-477C-98E3-D68CAF90B8BA}",225000,2001-04-05 00:00:00.0000000,"SW12 9QN","F","N","L","41A","THE GROUND FLOOR FLAT AT","LAITWOOD ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{E495DFAE-1CAD-4D28-8181-C0DB6F2A62C0}",320000,2001-06-22 00:00:00.0000000,"SW12 8RT","T","N","F","179","","RAVENSLEA ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{D44C7005-7B65-4D79-BA2B-A2E79C1D6EA0}",236000,2001-08-01 00:00:00.0000000,"SW12 8JE","T","N","F","32","","LINNET MEWS","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{B182C315-2CC5-4BA0-8C2B-3A3547C523D8}",179000,2001-03-02 00:00:00.0000000,"SW12 9PS","F","N","L","26","GROUND FLOOR FLAT AT","DINSMORE ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{DAD9F512-A338-4177-AA7B-A2ED8331F43F}",184000,2001-06-08 00:00:00.0000000,"SW12 0PD","F","N","L","HEATHWOOD COURT","FLAT 7","EMMANUEL ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{F76ED418-BE1A-4797-B17E-CC0CFA894C78}",134000,2001-10-22 00:00:00.0000000,"SW12 9HD","F","N","L","81 - 85","FLAT L","BEDFORD HILL","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{EFE203FF-3FDE-4971-99CC-BD6FD25414E0}",222000,2001-07-23 00:00:00.0000000,"SW12 0HG","S","N","F","14A","","GLENFIELD ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{E095CA39-0C30-40C9-A11B-9BD887148E7F}",355000,2001-12-14 00:00:00.0000000,"SW12 0HA","T","N","F","40","","HAVERHILL ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{CE01358A-E9B7-4FA3-908B-CF934E808D4D}",185000,2001-11-29 00:00:00.0000000,"SW12 0DY","F","N","L","54","FIRST FLOOR FLAT","CAMBRAY ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{22C10301-B2E9-42B4-9272-9BDDBFA54D1D}",129000,2001-03-23 00:00:00.0000000,"SW12 9DL","F","N","L","145A","FLAT 2","BALHAM HILL","","LONDON","WANDSWORTH","GREATER LONDON"
"{6B7A9F40-9DEA-4C93-8FF0-3A4D5CB05111}",390000,2001-09-13 00:00:00.0000000,"SW12 9LG","T","N","F","66","","CATHLES ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{08F786CC-6798-48A8-8114-4504B82DC691}",650000,2001-08-03 00:00:00.0000000,"SW12 9PA","D","N","F","19","","ENGLEWOOD ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{E7BDC9BD-720C-475F-B0C0-9F771A0280B4}",129000,2001-11-30 00:00:00.0000000,"SW12 0DF","F","N","L","82","","CAVENDISH ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{F26731B5-33CA-4B92-8B86-9855973835A8}",227700,2001-08-20 00:00:00.0000000,"SW12 0PB","F","N","L","19","","EMMANUEL ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON"
"{059E2FA4-DB69-4F8F-9D20-9F782455FBC7}",217500,2001-07-17 00:00:00.0000000,"SW12 9SN","F","N","L","43","","OAKMEAD ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{43F7B66C-55AF-4CDA-9375-DA3BB2F83CA2}",96625,2001-06-22 00:00:00.0000000,"SW12 8PS","F","N","L","IVANHOE HOUSE","FLAT 19","RINALDO ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{ED783F6C-11E3-42BD-A0E8-5098AD63ECD1}",170000,2001-08-01 00:00:00.0000000,"SW12 8HQ","F","N","L","84","","BOUNDARIES ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{B1DF9485-E4A2-4622-9B3F-DA96B00A648D}",1667500,2001-03-16 00:00:00.0000000,"SW12 8TY","D","N","F","101","","THURLEIGH ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
"{A363FDA1-E35E-4DD9-9E43-DE145DD93947}",152000,2001-07-06 00:00:00.0000000,"SW12 8HJ","F","N","L","38","","ST JAMESS TERRACE","LONDON","LONDON","WANDSWORTH","GREATER LONDON"
