State Code,State,disease,Calendar Year,# Incidents Per 100000 Per Location,Vaccine has been introduced Flag
NH,NEW HAMPSHIRE,POLIO,1961,0,1
NJ,NEW JERSEY,POLIO,1961,0,1
NM,NEW MEXICO,POLIO,1961,1,1
NY,NEW YORK,POLIO,1961,2,1
OH,OHIO,POLIO,1961,0,1
OK,OKLAHOMA,POLIO,1961,0,1
OR,OREGON,POLIO,1961,1,1
PA,PENNSYLVANIA,POLIO,1961,1,1
SC,SOUTH CAROLINA,POLIO,1961,1,1
SD,SOUTH DAKOTA,POLIO,1961,1,1
TN,TENNESSEE,POLIO,1961,1,1
TX,TEXAS,POLIO,1961,1,1
UT,UTAH,POLIO,1961,1,1
VA,VIRGINIA,POLIO,1961,0,1
VT,VERMONT,POLIO,1961,2,1
WA,WASHINGTON,POLIO,1961,1,1
WI,WISCONSIN,POLIO,1961,1,1
WV,WEST VIRGINIA,POLIO,1961,2,1
AK,ALASKA,MEASLES,1961,421,0
AL,ALABAMA,MEASLES,1961,78,0
AR,ARKANSAS,MEASLES,1961,93,0
AZ,ARIZONA,MEASLES,1961,559,0
CA,CALIFORNIA,MEASLES,1961,223,0
CO,COLORADO,MEASLES,1961,210,0
CT,CONNECTICUT,MEASLES,1961,262,0
DE,DELAWARE,MEASLES,1961,368,0
FL,FLORIDA,MEASLES,1961,128,0
GA,GEORGIA,MEASLES,1961,10,0
HI,HAWAII,MEASLES,1961,30,0
IA,IOWA,MEASLES,1961,193,0
ID,IDAHO,MEASLES,1961,282,0
IL,ILLINOIS,MEASLES,1961,159,0
IN,INDIANA,MEASLES,1961,125,0
LA,LOUISIANA,MEASLES,1961,1,0
MA,MASSACHUSETTS,MEASLES,1961,416,0
MD,MARYLAND,MEASLES,1961,130,0
ME,MAINE,MEASLES,1961,279,0
MI,MICHIGAN,MEASLES,1961,349,0
MN,MINNESOTA,MEASLES,1961,21,0
MO,MISSOURI,MEASLES,1961,102,0
MS,MISSISSIPPI,MEASLES,1961,69,0
MT,MONTANA,MEASLES,1961,326,0
NC,NORTH CAROLINA,MEASLES,1961,111,0
ND,NORTH DAKOTA,MEASLES,1961,439,0
NE,NEBRASKA,MEASLES,1961,44,0
NH,NEW HAMPSHIRE,MEASLES,1961,235,0
NJ,NEW JERSEY,MEASLES,1961,294,0
NM,NEW MEXICO,MEASLES,1961,2,0
NV,NEVADA,MEASLES,1961,198,0
NY,NEW YORK,MEASLES,1961,207,0
OH,OHIO,MEASLES,1961,209,0
OK,OKLAHOMA,MEASLES,1961,25,0
OR,OREGON,MEASLES,1961,322,0
PA,PENNSYLVANIA,MEASLES,1961,226,0
RI,RHODE ISLAND,MEASLES,1961,766,0
SC,SOUTH CAROLINA,MEASLES,1961,137,0
SD,SOUTH DAKOTA,MEASLES,1961,22,0
TN,TENNESSEE,MEASLES,1961,403,0
TX,TEXAS,MEASLES,1961,164,0
UT,UTAH,MEASLES,1961,180,0
VA,VIRGINIA,MEASLES,1961,286,0
VT,VERMONT,MEASLES,1961,296,0
WA,WASHINGTON,MEASLES,1961,301,0
WI,WISCONSIN,MEASLES,1961,933,0
WV,WEST VIRGINIA,MEASLES,1961,429,0
WY,WYOMING,MEASLES,1961,144,0
WY,WYOMING,MEASLES,1962,143,0
HI,HAWAII,POLIO,1962,0,1
ID,IDAHO,POLIO,1962,0,1
MD,MARYLAND,POLIO,1962,0,1
SD,SOUTH DAKOTA,POLIO,1962,0,1
UT,UTAH,POLIO,1962,0,1
WY,WYOMING,POLIO,1962,1,1
AL,ALABAMA,POLIO,1962,1,1
AR,ARKANSAS,POLIO,1962,1,1
AZ,ARIZONA,POLIO,1962,0,1
CA,CALIFORNIA,POLIO,1962,1,1
CO,COLORADO,POLIO,1962,0,1
FL,FLORIDA,POLIO,1962,0,1
GA,GEORGIA,POLIO,1962,0,1
IA,IOWA,POLIO,1962,0,1
IL,ILLINOIS,POLIO,1962,1,1
IN,INDIANA,POLIO,1962,1,1
KY,KENTUCKY,POLIO,1962,1,1
LA,LOUISIANA,POLIO,1962,1,1
MA,MASSACHUSETTS,POLIO,1962,0,1
MI,MICHIGAN,POLIO,1962,0,1
MN,MINNESOTA,POLIO,1962,0,1
MO,MISSOURI,POLIO,1962,0,1
MS,MISSISSIPPI,POLIO,1962,1,1
MT,MONTANA,POLIO,1962,1,1
NC,NORTH CAROLINA,POLIO,1962,0,1
ND,NORTH DAKOTA,POLIO,1962,1,1
NE,NEBRASKA,POLIO,1962,1,1
NJ,NEW JERSEY,POLIO,1962,0,1
NM,NEW MEXICO,POLIO,1962,0,1
NY,NEW YORK,POLIO,1962,1,1
OH,OHIO,POLIO,1962,0,1
OK,OKLAHOMA,POLIO,1962,1,1
OR,OREGON,POLIO,1962,0,1
PA,PENNSYLVANIA,POLIO,1962,0,1
SC,SOUTH CAROLINA,POLIO,1962,0,1
TN,TENNESSEE,POLIO,1962,0,1
TX,TEXAS,POLIO,1962,2,1
VA,VIRGINIA,POLIO,1962,0,1
WA,WASHINGTON,POLIO,1962,0,1
WI,WISCONSIN,POLIO,1962,0,1
WV,WEST VIRGINIA,POLIO,1962,1,1
AK,ALASKA,MEASLES,1962,572,0
AL,ALABAMA,MEASLES,1962,72,0
AR,ARKANSAS,MEASLES,1962,78,0
AZ,ARIZONA,MEASLES,1962,432,0
CA,CALIFORNIA,MEASLES,1962,165,0
CO,COLORADO,MEASLES,1962,474,0
CT,CONNECTICUT,MEASLES,1962,672,0
DE,DELAWARE,MEASLES,1962,129,0
FL,FLORIDA,MEASLES,1962,76,0
GA,GEORGIA,MEASLES,1962,10,0
HI,HAWAII,MEASLES,1962,387,0
VT,VERMONT,POLIO,1962,0,1
IA,IOWA,MEASLES,1962,394,0
ID,IDAHO,MEASLES,1962,234,0
IL,ILLINOIS,MEASLES,1962,163,0
IN,INDIANA,MEASLES,1962,162,0
KY,KENTUCKY,MEASLES,1962,202,0
LA,LOUISIANA,MEASLES,1962,7,0
MA,MASSACHUSETTS,MEASLES,1962,511,0
MD,MARYLAND,MEASLES,1962,97,0
ME,MAINE,MEASLES,1962,718,0
MI,MICHIGAN,MEASLES,1962,319,0
MN,MINNESOTA,MEASLES,1962,47,0
MO,MISSOURI,MEASLES,1962,32,0
MS,MISSISSIPPI,MEASLES,1962,119,0
MT,MONTANA,MEASLES,1962,"1,181",0
NC,NORTH CAROLINA,MEASLES,1962,19,0
ND,NORTH DAKOTA,MEASLES,1962,583,0
NE,NEBRASKA,MEASLES,1962,8,0
NH,NEW HAMPSHIRE,MEASLES,1962,164,0
NJ,NEW JERSEY,MEASLES,1962,510,0
NV,NEVADA,MEASLES,1962,191,0
NY,NEW YORK,MEASLES,1962,273,0
OH,OHIO,MEASLES,1962,118,0
OK,OKLAHOMA,MEASLES,1962,86,0
OR,OREGON,MEASLES,1962,766,0
PA,PENNSYLVANIA,MEASLES,1962,83,0
RI,RHODE ISLAND,MEASLES,1962,379,0
SC,SOUTH CAROLINA,MEASLES,1962,38,0
SD,SOUTH DAKOTA,MEASLES,1962,64,0
TN,TENNESSEE,MEASLES,1962,666,0
TX,TEXAS,MEASLES,1962,666,0
UT,UTAH,MEASLES,1962,431,0
VA,VIRGINIA,MEASLES,1962,231,0
VT,VERMONT,MEASLES,1962,518,0
WA,WASHINGTON,MEASLES,1962,704,0
WI,WISCONSIN,MEASLES,1962,365,0
WV,WEST VIRGINIA,MEASLES,1962,551,0
CT,CONNECTICUT,POLIO,1962,0,1
AZ,ARIZONA,MEASLES,1963,584,1
AK,ALASKA,MEASLES,1963,722,1
AL,ALABAMA,MEASLES,1963,35,1
AR,ARKANSAS,MEASLES,1963,78,1
CA,CALIFORNIA,MEASLES,1963,113,1
CO,COLORADO,MEASLES,1963,325,1
CT,CONNECTICUT,MEASLES,1963,215,1
DE,DELAWARE,MEASLES,1963,249,1
FL,FLORIDA,MEASLES,1963,67,1
GA,GEORGIA,MEASLES,1963,5,1
HI,HAWAII,MEASLES,1963,522,1
IA,IOWA,MEASLES,1963,280,1
ID,IDAHO,MEASLES,1963,572,1
IL,ILLINOIS,MEASLES,1963,99,1
IN,INDIANA,MEASLES,1963,122,1
KY,KENTUCKY,MEASLES,1963,285,1
LA,LOUISIANA,MEASLES,1963,4,1
MA,MASSACHUSETTS,MEASLES,1963,84,1
MD,MARYLAND,MEASLES,1963,60,1
ME,MAINE,MEASLES,1963,48,1
MI,MICHIGAN,MEASLES,1963,517,1
MN,MINNESOTA,MEASLES,1963,77,1
MO,MISSOURI,MEASLES,1963,64,1
MS,MISSISSIPPI,MEASLES,1963,30,1
MT,MONTANA,MEASLES,1963,482,1
NC,NORTH CAROLINA,MEASLES,1963,31,1
ND,NORTH DAKOTA,MEASLES,1963,678,1
NE,NEBRASKA,MEASLES,1963,16,1
NH,NEW HAMPSHIRE,MEASLES,1963,6,1
NJ,NEW JERSEY,MEASLES,1963,161,1
NV,NEVADA,MEASLES,1963,68,1
NY,NEW YORK,MEASLES,1963,108,1
OH,OHIO,MEASLES,1963,147,1
OK,OKLAHOMA,MEASLES,1963,14,1
OR,OREGON,MEASLES,1963,258,1
PA,PENNSYLVANIA,MEASLES,1963,106,1
RI,RHODE ISLAND,MEASLES,1963,140,1
SC,SOUTH CAROLINA,MEASLES,1963,96,1
SD,SOUTH DAKOTA,MEASLES,1963,13,1
TN,TENNESSEE,MEASLES,1963,184,1
TX,TEXAS,MEASLES,1963,164,1
UT,UTAH,MEASLES,1963,316,1
VA,VIRGINIA,MEASLES,1963,172,1
VT,VERMONT,MEASLES,1963,406,1
WA,WASHINGTON,MEASLES,1963,167,1
WI,WISCONSIN,MEASLES,1963,"1,413",1
WV,WEST VIRGINIA,MEASLES,1963,696,1
WY,WYOMING,MEASLES,1963,98,1
MI,MICHIGAN,MEASLES,1964,354,1
AK,ALASKA,MEASLES,1964,440,1
AL,ALABAMA,MEASLES,1964,534,1
AR,ARKANSAS,MEASLES,1964,58,1
AZ,ARIZONA,MEASLES,1964,406,1
CA,CALIFORNIA,MEASLES,1964,180,1
CO,COLORADO,MEASLES,1964,164,1
CT,CONNECTICUT,MEASLES,1964,189,1
DE,DELAWARE,MEASLES,1964,79,1
FL,FLORIDA,MEASLES,1964,122,1
GA,GEORGIA,MEASLES,1964,5,1
HI,HAWAII,MEASLES,1964,123,1
IA,IOWA,MEASLES,1964,820,1
ID,IDAHO,MEASLES,1964,336,1
IL,ILLINOIS,MEASLES,1964,149,1
IN,INDIANA,MEASLES,1964,459,1
KY,KENTUCKY,MEASLES,1964,482,1
LA,LOUISIANA,MEASLES,1964,3,1
MA,MASSACHUSETTS,MEASLES,1964,136,1
MD,MARYLAND,MEASLES,1964,90,1
ME,MAINE,MEASLES,1964,374,1
MN,MINNESOTA,MEASLES,1964,10,1
MO,MISSOURI,MEASLES,1964,24,1
MS,MISSISSIPPI,MEASLES,1964,261,1
MT,MONTANA,MEASLES,1964,580,1
NC,NORTH CAROLINA,MEASLES,1964,26,1
ND,NORTH DAKOTA,MEASLES,1964,813,1
NE,NEBRASKA,MEASLES,1964,55,1
NH,NEW HAMPSHIRE,MEASLES,1964,135,1
NJ,NEW JERSEY,MEASLES,1964,176,1
NM,NEW MEXICO,MEASLES,1964,111,1
NV,NEVADA,MEASLES,1964,234,1
NY,NEW YORK,MEASLES,1964,157,1
OH,OHIO,MEASLES,1964,191,1
OK,OKLAHOMA,MEASLES,1964,42,1
OR,OREGON,MEASLES,1964,453,1
PA,PENNSYLVANIA,MEASLES,1964,102,1
RI,RHODE ISLAND,MEASLES,1964,279,1
SC,SOUTH CAROLINA,MEASLES,1964,162,1
SD,SOUTH DAKOTA,MEASLES,1964,10,1
TN,TENNESSEE,MEASLES,1964,629,1
TX,TEXAS,MEASLES,1964,383,1
UT,UTAH,MEASLES,1964,261,1
VA,VIRGINIA,MEASLES,1964,275,1
VT,VERMONT,MEASLES,1964,597,1
WA,WASHINGTON,MEASLES,1964,675,1
WI,WISCONSIN,MEASLES,1964,370,1
WV,WEST VIRGINIA,MEASLES,1964,519,1
WY,WYOMING,MEASLES,1964,84,1
CO,COLORADO,MEASLES,1965,303,1
TX,TEXAS,MEASLES,1965,284,1
UT,UTAH,MEASLES,1965,445,1
VA,VIRGINIA,MEASLES,1965,93,1
VT,VERMONT,MEASLES,1965,361,1
WA,WASHINGTON,MEASLES,1965,256,1
WI,WISCONSIN,MEASLES,1965,482,1
WV,WEST VIRGINIA,MEASLES,1965,833,1
WY,WYOMING,MEASLES,1965,226,1
AK,ALASKA,MEASLES,1965,79,1
AL,ALABAMA,MEASLES,1965,68,1
AR,ARKANSAS,MEASLES,1965,63,1
AZ,ARIZONA,MEASLES,1965,101,1
CA,CALIFORNIA,MEASLES,1965,75,1
TN,TENNESSEE,MEASLES,1965,238,1
CT,CONNECTICUT,MEASLES,1965,323,1
DE,DELAWARE,MEASLES,1965,102,1
FL,FLORIDA,MEASLES,1965,62,1
GA,GEORGIA,MEASLES,1965,15,1
HI,HAWAII,MEASLES,1965,576,1
IA,IOWA,MEASLES,1965,340,1
ID,IDAHO,MEASLES,1965,455,1
IL,ILLINOIS,MEASLES,1965,43,1
IN,INDIANA,MEASLES,1965,48,1
KY,KENTUCKY,MEASLES,1965,121,1
LA,LOUISIANA,MEASLES,1965,4,1
MA,MASSACHUSETTS,MEASLES,1965,354,1
MD,MARYLAND,MEASLES,1965,36,1
ME,MAINE,MEASLES,1965,296,1
MI,MICHIGAN,MEASLES,1965,337,1
MN,MINNESOTA,MEASLES,1965,26,1
MO,MISSOURI,MEASLES,1965,60,1
MS,MISSISSIPPI,MEASLES,1965,51,1
MT,MONTANA,MEASLES,1965,556,1
NC,NORTH CAROLINA,MEASLES,1965,9,1
ND,NORTH DAKOTA,MEASLES,1965,623,1
NE,NEBRASKA,MEASLES,1965,32,1
NH,NEW HAMPSHIRE,MEASLES,1965,55,1
NJ,NEW JERSEY,MEASLES,1965,61,1
NM,NEW MEXICO,MEASLES,1965,69,1
NV,NEVADA,MEASLES,1965,51,1
NY,NEW YORK,MEASLES,1965,52,1
OH,OHIO,MEASLES,1965,91,1
OK,OKLAHOMA,MEASLES,1965,10,1
OR,OREGON,MEASLES,1965,182,1
PA,PENNSYLVANIA,MEASLES,1965,57,1
RI,RHODE ISLAND,MEASLES,1965,445,1
SC,SOUTH CAROLINA,MEASLES,1965,51,1
SD,SOUTH DAKOTA,MEASLES,1965,17,1
AK,ALASKA,RUBELLA,1966,41,0
AL,ALABAMA,RUBELLA,1966,3,0
AR,ARKANSAS,RUBELLA,1966,1,0
AZ,ARIZONA,RUBELLA,1966,159,0
CA,CALIFORNIA,RUBELLA,1966,15,0
CO,COLORADO,RUBELLA,1966,37,0
CT,CONNECTICUT,RUBELLA,1966,76,0
DE,DELAWARE,RUBELLA,1966,10,0
FL,FLORIDA,RUBELLA,1966,23,0
HI,HAWAII,RUBELLA,1966,19,0
IA,IOWA,RUBELLA,1966,70,0
ID,IDAHO,RUBELLA,1966,23,0
IL,ILLINOIS,RUBELLA,1966,26,0
IN,INDIANA,RUBELLA,1966,47,0
KY,KENTUCKY,RUBELLA,1966,59,0
MA,MASSACHUSETTS,RUBELLA,1966,37,0
MD,MARYLAND,RUBELLA,1966,11,0
ME,MAINE,RUBELLA,1966,40,0
KY,KENTUCKY,MEASLES,1966,154,1
AK,ALASKA,MEASLES,1966,237,1
AL,ALABAMA,MEASLES,1966,52,1
AR,ARKANSAS,MEASLES,1966,72,1
AZ,ARIZONA,MEASLES,1966,337,1
CA,CALIFORNIA,MEASLES,1966,81,1
CO,COLORADO,MEASLES,1966,72,1
CT,CONNECTICUT,MEASLES,1966,33,1
DE,DELAWARE,MEASLES,1966,51,1
FL,FLORIDA,MEASLES,1966,64,1
GA,GEORGIA,MEASLES,1966,6,1
HI,HAWAII,MEASLES,1966,20,1
IA,IOWA,MEASLES,1966,197,1
ID,IDAHO,MEASLES,1966,247,1
IL,ILLINOIS,MEASLES,1966,106,1
IN,INDIANA,MEASLES,1966,116,1
LA,LOUISIANA,MEASLES,1966,3,1
MA,MASSACHUSETTS,MEASLES,1966,15,1
MD,MARYLAND,MEASLES,1966,58,1
ME,MAINE,MEASLES,1966,30,1
MI,MICHIGAN,MEASLES,1966,176,1
MN,MINNESOTA,MEASLES,1966,47,1
MO,MISSOURI,MEASLES,1966,13,1
MS,MISSISSIPPI,MEASLES,1966,57,1
MT,MONTANA,MEASLES,1966,273,1
NC,NORTH CAROLINA,MEASLES,1966,16,1
ND,NORTH DAKOTA,MEASLES,1966,213,1
NE,NEBRASKA,MEASLES,1966,12,1
NH,NEW HAMPSHIRE,MEASLES,1966,12,1
NJ,NEW JERSEY,MEASLES,1966,29,1
NM,NEW MEXICO,MEASLES,1966,126,1
NV,NEVADA,MEASLES,1966,14,1
NY,NEW YORK,MEASLES,1966,61,1
OH,OHIO,MEASLES,1966,63,1
OK,OKLAHOMA,MEASLES,1966,25,1
OR,OREGON,MEASLES,1966,127,1
PA,PENNSYLVANIA,MEASLES,1966,47,1
RI,RHODE ISLAND,MEASLES,1966,10,1
SC,SOUTH CAROLINA,MEASLES,1966,26,1
SD,SOUTH DAKOTA,MEASLES,1966,6,1
TN,TENNESSEE,MEASLES,1966,333,1
TX,TEXAS,MEASLES,1966,240,1
UT,UTAH,MEASLES,1966,68,1
VA,VIRGINIA,MEASLES,1966,51,1
VT,VERMONT,MEASLES,1966,79,1
WA,WASHINGTON,MEASLES,1966,167,1
WI,WISCONSIN,MEASLES,1966,736,1
WV,WEST VIRGINIA,MEASLES,1966,313,1
WY,WYOMING,MEASLES,1966,73,1
UT,UTAH,RUBELLA,1966,8,0
NY,NEW YORK,RUBELLA,1966,15,0
OH,OHIO,RUBELLA,1966,11,0
OR,OREGON,RUBELLA,1966,58,0
PA,PENNSYLVANIA,RUBELLA,1966,1,0
RI,RHODE ISLAND,RUBELLA,1966,31,0
SC,SOUTH CAROLINA,RUBELLA,1966,11,0
SD,SOUTH DAKOTA,RUBELLA,1966,0,0
TN,TENNESSEE,RUBELLA,1966,68,0
MN,MINNESOTA,RUBELLA,1966,3,0
TX,TEXAS,RUBELLA,1966,1,0
NH,NEW HAMPSHIRE,RUBELLA,1966,13,0
VA,VIRGINIA,RUBELLA,1966,22,0
VT,VERMONT,RUBELLA,1966,38,0
WA,WASHINGTON,RUBELLA,1966,102,0
WI,WISCONSIN,RUBELLA,1966,119,0
WV,WEST VIRGINIA,RUBELLA,1966,57,0
WY,WYOMING,RUBELLA,1966,74,0
MI,MICHIGAN,RUBELLA,1966,36,0
MO,MISSOURI,RUBELLA,1966,1,0
MT,MONTANA,RUBELLA,1966,52,0
ND,NORTH DAKOTA,RUBELLA,1966,28,0
NE,NEBRASKA,RUBELLA,1966,0,0
IL,ILLINOIS,MEASLES,1967,12,1
IN,INDIANA,MEASLES,1967,13,1
KS,KANSAS,MEASLES,1967,4,1
KY,KENTUCKY,MEASLES,1967,47,1
LA,LOUISIANA,MEASLES,1967,4,1
MA,MASSACHUSETTS,MEASLES,1967,7,1
MD,MARYLAND,MEASLES,1967,5,1
ME,MAINE,MEASLES,1967,25,1
MI,MICHIGAN,MEASLES,1967,13,1
MN,MINNESOTA,MEASLES,1967,4,1
MO,MISSOURI,MEASLES,1967,7,1
MS,MISSISSIPPI,MEASLES,1967,30,1
MT,MONTANA,MEASLES,1967,49,1
NC,NORTH CAROLINA,MEASLES,1967,19,1
ND,NORTH DAKOTA,MEASLES,1967,143,1
NE,NEBRASKA,MEASLES,1967,37,1
NH,NEW HAMPSHIRE,MEASLES,1967,4,1
NJ,NEW JERSEY,MEASLES,1967,9,1
NM,NEW MEXICO,MEASLES,1967,61,1
NV,NEVADA,MEASLES,1967,60,1
NY,NEW YORK,MEASLES,1967,7,1
OH,OHIO,MEASLES,1967,12,1
OK,OKLAHOMA,MEASLES,1967,32,1
OR,OREGON,MEASLES,1967,87,1
PA,PENNSYLVANIA,MEASLES,1967,7,1
RI,RHODE ISLAND,MEASLES,1967,7,1
SC,SOUTH CAROLINA,MEASLES,1967,20,1
SD,SOUTH DAKOTA,MEASLES,1967,9,1
TN,TENNESSEE,MEASLES,1967,54,1
TX,TEXAS,MEASLES,1967,125,1
UT,UTAH,MEASLES,1967,38,1
VA,VIRGINIA,MEASLES,1967,52,1
VT,VERMONT,MEASLES,1967,10,1
WA,WASHINGTON,MEASLES,1967,179,1
WI,WISCONSIN,MEASLES,1967,50,1
WV,WEST VIRGINIA,MEASLES,1967,85,1
WY,WYOMING,MEASLES,1967,64,1
AK,ALASKA,RUBELLA,1967,114,0
AL,ALABAMA,RUBELLA,1967,6,0
AR,ARKANSAS,RUBELLA,1967,1,0
AZ,ARIZONA,RUBELLA,1967,59,0
CA,CALIFORNIA,RUBELLA,1967,47,0
CO,COLORADO,RUBELLA,1967,88,0
CT,CONNECTICUT,RUBELLA,1967,62,0
DE,DELAWARE,RUBELLA,1967,14,0
FL,FLORIDA,RUBELLA,1967,18,0
HI,HAWAII,RUBELLA,1967,77,0
IA,IOWA,RUBELLA,1967,65,0
ID,IDAHO,RUBELLA,1967,10,0
IL,ILLINOIS,RUBELLA,1967,13,0
IN,INDIANA,RUBELLA,1967,12,0
KS,KANSAS,RUBELLA,1967,0,0
KY,KENTUCKY,RUBELLA,1967,65,0
MA,MASSACHUSETTS,RUBELLA,1967,25,0
MD,MARYLAND,RUBELLA,1967,15,0
ME,MAINE,RUBELLA,1967,81,0
MI,MICHIGAN,RUBELLA,1967,25,0
MN,MINNESOTA,RUBELLA,1967,2,0
MO,MISSOURI,RUBELLA,1967,5,0
MT,MONTANA,RUBELLA,1967,28,0
ND,NORTH DAKOTA,RUBELLA,1967,28,0
NE,NEBRASKA,RUBELLA,1967,6,0
NH,NEW HAMPSHIRE,RUBELLA,1967,27,0
NJ,NEW JERSEY,RUBELLA,1967,1,0
NV,NEVADA,RUBELLA,1967,1,0
NY,NEW YORK,RUBELLA,1967,12,0
OH,OHIO,RUBELLA,1967,7,0
OR,OREGON,RUBELLA,1967,52,0
PA,PENNSYLVANIA,RUBELLA,1967,1,0
RI,RHODE ISLAND,RUBELLA,1967,40,0
SC,SOUTH CAROLINA,RUBELLA,1967,9,0
SD,SOUTH DAKOTA,RUBELLA,1967,0,0
TN,TENNESSEE,RUBELLA,1967,33,0
TX,TEXAS,RUBELLA,1967,6,0
UT,UTAH,RUBELLA,1967,8,0
VA,VIRGINIA,RUBELLA,1967,14,0
VT,VERMONT,RUBELLA,1967,51,0
WA,WASHINGTON,RUBELLA,1967,95,0
WI,WISCONSIN,RUBELLA,1967,71,0
WV,WEST VIRGINIA,RUBELLA,1967,33,0
WY,WYOMING,RUBELLA,1967,1,0
AK,ALASKA,MEASLES,1967,53,1
AL,ALABAMA,MEASLES,1967,39,1
AR,ARKANSAS,MEASLES,1967,67,1
AZ,ARIZONA,MEASLES,1967,62,1
CA,CALIFORNIA,MEASLES,1967,27,1
CO,COLORADO,MEASLES,1967,80,1
CT,CONNECTICUT,MEASLES,1967,4,1
DE,DELAWARE,MEASLES,1967,11,1
FL,FLORIDA,MEASLES,1967,29,1
GA,GEORGIA,MEASLES,1967,1,1
HI,HAWAII,MEASLES,1967,24,1
IA,IOWA,MEASLES,1967,30,1
ID,IDAHO,MEASLES,1967,60,1
ME,MAINE,RUBELLA,1968,46,0
MI,MICHIGAN,RUBELLA,1968,22,0
MN,MINNESOTA,RUBELLA,1968,2,0
MO,MISSOURI,RUBELLA,1968,3,0
MS,MISSISSIPPI,RUBELLA,1968,0,0
MT,MONTANA,RUBELLA,1968,14,0
ND,NORTH DAKOTA,RUBELLA,1968,38,0
NE,NEBRASKA,RUBELLA,1968,2,0
NH,NEW HAMPSHIRE,RUBELLA,1968,13,0
NJ,NEW JERSEY,RUBELLA,1968,24,0
NM,NEW MEXICO,RUBELLA,1968,13,0
NY,NEW YORK,RUBELLA,1968,24,0
OH,OHIO,RUBELLA,1968,20,0
OK,OKLAHOMA,RUBELLA,1968,2,0
OR,OREGON,RUBELLA,1968,30,0
PA,PENNSYLVANIA,RUBELLA,1968,2,0
RI,RHODE ISLAND,RUBELLA,1968,152,0
SC,SOUTH CAROLINA,RUBELLA,1968,10,0
TN,TENNESSEE,RUBELLA,1968,29,0
TX,TEXAS,RUBELLA,1968,26,0
UT,UTAH,RUBELLA,1968,11,0
VA,VIRGINIA,RUBELLA,1968,14,0
VT,VERMONT,RUBELLA,1968,21,0
WA,WASHINGTON,RUBELLA,1968,56,0
WI,WISCONSIN,RUBELLA,1968,69,0
WV,WEST VIRGINIA,RUBELLA,1968,50,0
WY,WYOMING,RUBELLA,1968,4,0
AK,ALASKA,MEASLES,1968,4,1
AL,ALABAMA,MEASLES,1968,5,1
AR,ARKANSAS,MEASLES,1968,0,1
AZ,ARIZONA,MEASLES,1968,15,1
CA,CALIFORNIA,MEASLES,1968,8,1
CO,COLORADO,MEASLES,1968,24,1
CT,CONNECTICUT,MEASLES,1968,24,1
DE,DELAWARE,MEASLES,1968,5,1
FL,FLORIDA,MEASLES,1968,9,1
GA,GEORGIA,MEASLES,1968,0,1
HI,HAWAII,MEASLES,1968,5,1
IA,IOWA,MEASLES,1968,7,1
ID,IDAHO,MEASLES,1968,3,1
IL,ILLINOIS,MEASLES,1968,14,1
IN,INDIANA,MEASLES,1968,16,1
KS,KANSAS,MEASLES,1968,1,1
KY,KENTUCKY,MEASLES,1968,4,1
LA,LOUISIANA,MEASLES,1968,1,1
MA,MASSACHUSETTS,MEASLES,1968,10,1
MD,MARYLAND,MEASLES,1968,3,1
ME,MAINE,MEASLES,1968,4,1
MI,MICHIGAN,MEASLES,1968,4,1
MN,MINNESOTA,MEASLES,1968,1,1
MO,MISSOURI,MEASLES,1968,1,1
MS,MISSISSIPPI,MEASLES,1968,11,1
MT,MONTANA,MEASLES,1968,10,1
NC,NORTH CAROLINA,MEASLES,1968,6,1
ND,NORTH DAKOTA,MEASLES,1968,23,1
NE,NEBRASKA,MEASLES,1968,5,1
NH,NEW HAMPSHIRE,MEASLES,1968,21,1
NJ,NEW JERSEY,MEASLES,1968,10,1
NM,NEW MEXICO,MEASLES,1968,18,1
NV,NEVADA,MEASLES,1968,2,1
NY,NEW YORK,MEASLES,1968,21,1
OH,OHIO,MEASLES,1968,3,1
OK,OKLAHOMA,MEASLES,1968,5,1
OR,OREGON,MEASLES,1968,31,1
PA,PENNSYLVANIA,MEASLES,1968,3,1
RI,RHODE ISLAND,MEASLES,1968,7,1
SC,SOUTH CAROLINA,MEASLES,1968,2,1
SD,SOUTH DAKOTA,MEASLES,1968,1,1
TN,TENNESSEE,MEASLES,1968,2,1
TX,TEXAS,MEASLES,1968,48,1
UT,UTAH,MEASLES,1968,2,1
VA,VIRGINIA,MEASLES,1968,9,1
VT,VERMONT,MEASLES,1968,2,1
WA,WASHINGTON,MEASLES,1968,18,1
WI,WISCONSIN,MEASLES,1968,32,1
WV,WEST VIRGINIA,MEASLES,1968,21,1
WY,WYOMING,MEASLES,1968,17,1
AK,ALASKA,MUMPS,1968,252,1
AL,ALABAMA,MUMPS,1968,16,1
AR,ARKANSAS,MUMPS,1968,1,1
AZ,ARIZONA,MUMPS,1968,120,1
CA,CALIFORNIA,MUMPS,1968,87,1
CO,COLORADO,MUMPS,1968,133,1
CT,CONNECTICUT,MUMPS,1968,129,1
DE,DELAWARE,MUMPS,1968,57,1
FL,FLORIDA,MUMPS,1968,35,1
GA,GEORGIA,MUMPS,1968,2,1
HI,HAWAII,MUMPS,1968,135,1
IA,IOWA,MUMPS,1968,426,1
ID,IDAHO,MUMPS,1968,67,1
IL,ILLINOIS,MUMPS,1968,47,1
IN,INDIANA,MUMPS,1968,82,1
KS,KANSAS,MUMPS,1968,32,1
KY,KENTUCKY,MUMPS,1968,86,1
